Model Year,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,City (L/100 km),Hwy (L/100 km),Comb (L/100 km),CO2 Emissions
2021,Mercedes-Benz,Maybach GLS 600 4MATIC SUV,SUV: Standard,4,8,A9,Z,16.6,12.5,14.8,346
2021,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,Z,15.5,9.8,12.9,301
2021,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,268
2021,Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,268
2021,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,Z,13.3,10.8,12.2,284
2021,Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3,6,A9,Z,11.3,8,9.8,230
2021,Mercedes-Benz,S 560 Cabriolet,Subcompact,4,8,A9,Z,14.5,9,12,282
2021,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4,8,A9,Z,14.5,9,12,282
2021,Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4,8,A9,Z,14.4,9.4,12.2,285
2021,MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,176
2021,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,180
2021,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,176
2021,MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,180
2021,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,9.7,7,8.5,198
2021,MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,8.4,6.5,7.5,176
2021,MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.8,6.4,7.7,180
2021,MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,10,7.4,8.8,206
2021,MINI,Cooper S 3 Door,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,184
2021,MINI,Cooper S 3 Door,Subcompact,2,4,M6,Z,10.2,7.1,8.8,206
2021,MINI,Cooper S 5 Door,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,184
2021,MINI,Cooper S 5 Door,Subcompact,2,4,M6,Z,10.2,7.1,8.8,206
2021,MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,Z,10.1,7.4,8.9,207
2021,MINI,Cooper S Convertible,Minicompact,2,4,AM7,Z,9.1,6.9,8.1,191
2021,MINI,Cooper S Convertible,Minicompact,2,4,M6,Z,10.3,7.3,9,209
2021,MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,212
2021,MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,Z,9.2,6.9,8.1,190
2021,MINI,John Cooper Works 3 Door,Subcompact,2,4,M6,Z,10.2,7.1,8.8,206
2021,MINI,John Cooper Works Clubman ALL4,Mid-size,2,4,AS8,Z,10.1,7.6,9,210
2021,MINI,John Cooper Works Convertible,Minicompact,2,4,AS8,Z,9.4,7.1,8.3,194
2021,MINI,John Cooper Works Countryman ALL4,Mid-size,2,4,AS8,Z,10,7.8,9,210
2021,MINI,John Cooper Works GP,Subcompact,2,4,AS8,Z,9.9,7.8,8.9,208
2021,Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,143
2021,Mitsubishi,Mirage,Compact,1.2,3,M5,X,7.1,5.8,6.5,151
2021,Mitsubishi,RVR,SUV: Small,2,4,AV6,X,9.7,7.8,8.8,206
2021,Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,X,10.1,8.2,9.2,213
2021,Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,218
2021,Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,187
2021,Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,190
2021,Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,362
2021,Nissan,GT-R,Subcompact,3.8,6,AM6,Z,14.4,10.9,12.8,300
2021,Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,169
2021,Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,233
2021,Nissan,Murano,Station wagon: Mid-size,3.5,6,AV7,X,11.7,8.3,10.2,240
2021,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12,8.5,10.4,245
2021,Nissan,NV200 Cargo Van,Special purpose vehicle,2,4,AV,X,9.9,9.1,9.5,223
2021,Nissan,Qashqai,Station wagon: Small,2,4,AV8,X,8.8,7.3,8.1,191
2021,Nissan,Qashqai,Station wagon: Small,2,4,M6,X,9.9,8,9,212
2021,Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,X,9,7.6,8.4,197
2021,Nissan,Rogue,SUV: Small,2.5,4,AV8,X,8.9,7,8.1,189
2021,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,195
2021,Nissan,Sentra,Mid-size,2,4,AV,X,8,6,7.1,167
2021,Nissan,Sentra SR,Mid-size,2,4,AV,X,8.2,6.2,7.3,171
2021,Nissan,Sentra,Mid-size,2,4,M6,X,9.3,6.3,8,187
2021,Nissan,Sentra SR,Mid-size,2,4,M6,X,9.4,6.5,8.1,190
2021,Nissan,Titan 4WD,Pickup truck: Standard,5.6,8,AS9,Z,15.2,11.1,13.4,314
2021,Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5.6,8,AS9,Z,15.4,11.4,13.6,321
2021,Nissan,Versa,Compact,1.6,4,AV,X,7.4,5.9,6.7,158
2021,Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,181
2021,Porsche,718 Boxster,Two-seater,2,4,AM7,Z,11,8.7,10,233
2021,Porsche,718 Boxster,Two-seater,2,4,M6,Z,11.7,8.9,10.5,245
2021,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,260
2021,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,M6,Z,14,10,12.2,284
2021,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255
2021,Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263
2021,Porsche,718 Boxster T,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,236
2021,Porsche,718 Boxster T,Two-seater,2,4,M6,Z,11.7,8.9,10.5,245
2021,Porsche,718 Cayman,Two-seater,2,4,AM7,Z,11,8.7,10,233
2021,Porsche,718 Cayman,Two-seater,2,4,M6,Z,11.7,8.9,10.5,245
2021,Porsche,718 Cayman GT4,Two-seater,4,6,AM7,Z,13,9.9,11.6,271
2021,Porsche,718 Cayman GT4,Two-seater,4,6,M6,Z,14,10.1,12.2,286
2021,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,260
2021,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,M6,Z,14,10,12.2,284
2021,Porsche,718 Cayman S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255
2021,Porsche,718 Cayman S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263
2021,Porsche,718 Cayman T,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,236
2021,Porsche,718 Cayman T,Two-seater,2,4,M6,Z,11.7,8.9,10.5,245
2021,Porsche,718 Spyder,Two-seater,4,6,AM7,Z,13,9.9,11.6,271
2021,Porsche,718 Spyder,Two-seater,4,6,M6,Z,14,10.1,12.2,286
2021,Porsche,911 Carrera,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,275
2021,Porsche,911 Carrera Cabriolet,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,275
2021,Porsche,911 Carrera S,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,274
2021,Porsche,911 Carrera S,Minicompact,3,6,M7,Z,12.8,9.4,11.3,264
2021,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,273
2021,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,M7,Z,13.8,9.4,11.8,275
2021,Porsche,911 Carrera 4,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,275
2021,Porsche,911 Carrera 4 Cabriolet,Minicompact,3,6,AM8,Z,13.1,9.7,11.6,275
2021,Porsche,911 Carrera 4S,Minicompact,3,6,AM8,Z,13,10.2,11.8,275
2021,Porsche,911 Carrera 4S,Minicompact,3,6,M7,Z,13.8,9.3,11.8,275
2021,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,AM8,Z,12.8,10.2,11.7,273
2021,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,M7,Z,13.8,9.8,12,281
2021,Porsche,911 Targa 4,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,275
2021,Porsche,911 Targa 4S,Minicompact,3,6,AM8,Z,13.1,10.2,11.8,274
2021,Porsche,911 Targa 4S,Minicompact,3,6,M7,Z,13.7,9.8,11.9,278
2021,Porsche,911 Turbo,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,321
2021,Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,324
2021,Porsche,911 Turbo S,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,321
2021,Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,Z,16,11.8,14.1,328
2021,Porsche,Cayenne,SUV: Standard,3,6,AS8,Z,12.5,10.3,11.5,269
2021,Porsche,Cayenne Coupe,SUV: Standard,3,6,AS8,Z,12.7,10.3,11.6,271
2021,Porsche,Cayenne GTS,SUV: Standard,4,8,AS8,Z,15.8,12.3,14.2,331
2021,Porsche,Cayenne GTS Coupe,SUV: Standard,4,8,AS8,Z,15.2,12.4,14,326
2021,Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,Z,13.1,10.5,11.9,278
2021,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,Z,13.4,10.9,12.3,286
2021,Porsche,Cayenne Turbo,SUV: Standard,4,8,AS8,Z,15.6,12.4,14.1,329
2021,Porsche,Cayenne Turbo Coupe,SUV: Standard,4,8,AS8,Z,15.8,12.2,14.2,332
2021,Porsche,Macan,SUV: Small,2,4,AM7,Z,12.2,10.2,11.3,264
2021,Porsche,Macan GTS,SUV: Small,2.9,6,AM7,Z,13.5,10.5,12.2,285
2021,Porsche,Macan S,SUV: Small,3,6,AM7,Z,13.1,9.6,11.5,274
2021,Porsche,Macan Turbo,SUV: Small,2.9,6,AM7,Z,13.5,11.2,12.5,293
2021,Porsche,Panamera,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,274
2021,Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,274
2021,Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,289
2021,Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,274
2021,Porsche,Panamera 4S,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,276
2021,Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,292
2021,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,292
2021,Porsche,Panamera GTS,Full-size,4,8,AM8,Z,15.7,11.2,13.7,323
2021,Porsche,Panamera GTS ST,Full-size,4,8,AM8,Z,15.7,11.8,13.9,323
2021,Porsche,Panamera Turbo S,Full-size,4,8,AM8,Z,15.3,11.2,13.5,326
2021,Porsche,Panamera Turbo S Executive,Full-size,4,8,AM8,Z,15.3,11.2,13.5,326
2021,Porsche,Panamera Turbo S ST,Full-size,4,8,AM8,Z,15.3,11.2,13.5,326
2021,Ram,1500 EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9,243
2021,Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.4,7.1,8.9,238
2021,Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,253
2021,Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,245
2021,Ram,1500,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,320
2021,Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,X,14.1,10.3,12.4,290
2021,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,260
2021,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11,259
2021,Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,325
2021,Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,14,10.7,12.5,294
2021,Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,465
2021,Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,280
2021,Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,15.7,11,13.6,319
2021,Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,294
2021,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,330
2021,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,232
2021,Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,386
2021,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,386
2021,Rolls-Royce,Dawn,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,408
2021,Rolls-Royce,Dawn Black Badge,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,408
2021,Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,387
2021,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,387
2021,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20,11.8,16.3,382
2021,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20,11.8,16.3,382
2021,Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,Z,19.6,12.8,16.5,387
2021,Rolls-Royce,Wraith Black Badge,Mid-size,6.6,12,AS8,Z,19.6,12.8,16.5,387
2021,Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11.6,9,10.4,244
2021,Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,X,8.5,7,7.9,185
2021,Subaru,Crosstrek AWD,SUV: Small,2,4,M6,X,10.5,8.1,9.4,220
2021,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7,8,188
2021,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,192
2021,Subaru,Impreza 4-Door AWD,Mid-size,2,4,AV7,X,8.3,6.4,7.5,174
2021,Subaru,Impreza 4-Door AWD,Mid-size,2,4,M5,X,10.1,7.6,9,210
2021,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,178
2021,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,X,10.1,7.7,9,211
2021,Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,205
2021,Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.9,6.7,7.9,184
2021,Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,10.1,7.9,9.1,213
2021,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9,7.1,8.2,192
2021,Subaru,WRX AWD,Compact,2,4,AV8,Z,12.9,9.7,11.5,269
2021,Subaru,WRX AWD,Compact,2,4,M6,Z,11.7,8.7,10.4,243
2021,Subaru,WRX STI AWD,Compact,2.5,4,M6,Z,14.4,10.8,12.8,301
2021,Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,321
2021,Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,321
2021,Toyota,Avalon,Mid-size,3.5,6,AS8,X,10.9,7.7,9.5,221
2021,Toyota,Avalon AWD,Mid-size,2.5,4,AS8,X,9.5,7,8.4,197
2021,Toyota,C-HR,Compact,2,4,AS7,X,8.7,7.5,8.2,189
2021,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,173
2021,Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,177
2021,Toyota,Camry,Mid-size,3.5,6,AS8,X,10.5,7.1,9,210
2021,Toyota,Camry XSE,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,215
2021,Toyota,Camry TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,220
2021,Toyota,Camry AWD LE/SE,Mid-size,2.5,4,AS8,X,9.3,6.8,8.2,190
2021,Toyota,Camry AWD XLE/XSE,Mid-size,2.5,4,AS8,X,9.5,7,8.4,197
2021,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,113
2021,Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5,5.1,121
2021,Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.1,7.1,165
2021,Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,170
2021,Toyota,Corolla,Compact,1.8,4,M6,X,8,6,7.1,165
2021,Toyota,Corolla,Compact,2,4,AV10,X,7.6,5.9,6.8,159
2021,Toyota,Corolla XSE,Compact,2,4,AV10,X,7.7,6.1,7,164
2021,Toyota,Corolla,Compact,2,4,M6,X,8.2,6.5,7.4,173
2021,Toyota,Corolla Apex Edition,Compact,2,4,AV10,X,7.7,6.2,7,164
2021,Toyota,Corolla Apex Edition,Compact,2,4,M6,X,8.4,6.6,7.5,178
2021,Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.8,6.7,158
2021,Toyota,Corolla Hatchback,Compact,2,4,M6,X,8.4,6.7,7.6,179
2021,Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,4.5,4.5,106
2021,Toyota,GR Supra 2.0,Two-seater,2,4,AS8,Z,9.4,7.3,8.4,197
2021,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.6,8,9.4,218
2021,Toyota,Highlander,SUV: Small,3.5,6,AS8,X,11.9,8.3,10.3,240
2021,Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,X,11.8,8.6,10.3,241
2021,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,158
2021,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,156
2021,Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,106
2021,Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.6,5,4.8,111
2021,Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,184
2021,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,180
2021,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.1,8.4,195
2021,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8.8,7.1,8,187
2021,Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,184
2021,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.4,8.5,200
2021,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6,140
2021,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,384
2021,Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.5,153
2021,Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,157
2021,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.8,278
2021,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,299
2021,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,300
2021,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,371
2021,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,X,18,14.2,16.3,382
2021,Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,141
2021,Volkswagen,Arteon 4MOTION,Full-size,2,4,AS8,Z,11.6,7.7,9.8,230
2021,Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,X,11.7,9.9,10.9,256
2021,Volkswagen,Atlas 4MOTION,SUV: Standard,3.6,6,AS8,X,14.6,10.9,12.9,301
2021,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,11.7,10,10.9,257
2021,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,13.8,10.4,12.3,289
2021,Volkswagen,Golf,Compact,1.4,4,AS8,X,8.2,6.5,7.5,174
2021,Volkswagen,Golf,Compact,1.4,4,M6,X,8,6.1,7.1,166
2021,Volkswagen,Golf GTI,Compact,2,4,AM7,X,9.7,7.3,8.6,201
2021,Volkswagen,Golf GTI,Compact,2,4,M6,X,10.1,7.9,9.1,213
2021,Volkswagen,Jetta,Compact,1.4,4,AS8,X,8,6,7.1,165
2021,Volkswagen,Jetta,Compact,1.4,4,M6,X,7.9,5.8,6.9,162
2021,Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9.7,6.8,8.4,195
2021,Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.7,7,8.5,198
2021,Volkswagen,Passat,Mid-size,2,4,AS6,X,9.8,6.6,8.3,195
2021,Volkswagen,Tiguan,SUV: Small,2,4,AS8,X,10.4,8.1,9.4,219
2021,Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,11,8.6,9.9,232
2021,Volvo,S60 T5,Compact,2,4,AS8,Z,10,6.8,8.6,200
2021,Volvo,S60 T5 AWD,Compact,2,4,AS8,Z,10.8,7.2,9.2,215
2021,Volvo,S60 T6 AWD,Compact,2,4,AS8,Z,11,7.4,9.4,219
2021,Volvo,S90 T6 AWD,Mid-size,2,4,AS8,Z,11.3,7.5,9.6,224
2021,Volvo,V60 T5,Station wagon: Small,2,4,AS8,Z,10,6.8,8.6,200
2021,Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,Z,11.3,7.5,9.6,224
2021,Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,Z,10.8,7.7,9.4,220
2021,Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,X,10.7,7.6,9.3,217
2021,Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,Z,10.7,7.7,9.4,219
2021,Volvo,XC60 T5 AWD,SUV: Small,2,4,AS8,Z,11.1,8.3,9.9,230
2021,Volvo,XC60 T6 AWD,SUV: Small,2,4,AS8,Z,11.7,8.6,10.3,240
2021,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,Z,11.5,8.4,10.1,236
2021,Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,Z,12.1,8.5,10.5,245
